,index,name,price,mileage,drivetrain,mpg,fuel_type,transmission,engine,zipcode,oneowner,personal_use
823,4,2015 Jeep Wrangler Sport,22341,92706, Four-wheel Drive ,17–21,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC,49254,0,1
824,5,2021 Nissan GT-R Premium,149895,3026, All-wheel Drive ,16–22,Gasoline ,6-Speed Automatic with Auto-Shift,3.8L V6 24V MPFI DOHC Twin Turbo,32810,1,1
825,6,2014 INFINITI Q50 Base,20590,94908, Rear-wheel Drive ,20–29,Gasoline ,7-Speed Automatic,3.7L V6 24V MPFI DOHC,0,3,3
826,7,2017 Honda CR-V EX,19500,108400, Front-wheel Drive ,28–34,Gasoline Fuel ,CVT Transmission,190.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,0,3,3
827,8,2021 Cadillac Escalade ESV Sport Platinum,122999,8465, Four-wheel Drive ,14–19,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,32771,1,1
828,9,2020 Jeep Wrangler Unlimited Sahara,37498,41646, Four-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,33062,1,0
829,10,2020 Jeep Gladiator Sport,41462,11842, Four-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,03801,3,3
830,11,2018 Cadillac XTS Luxury,37990,61479, All-wheel Drive ,17–26,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC,08065,0,0
831,12,2017 Honda Accord Touring,27874,20870, Front-wheel Drive ,21–32,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI SOHC,30341,0,1
832,13,2015 Toyota RAV4 Limited,23488,49525, Front-wheel Drive ,24–31,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,90505,1,1
833,14,2021 RAM 1500 Limited,58500,17373, Rear-wheel Drive ,15–22,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,75006,3,3
834,15,2019 Volvo XC90 T6 Inscription,50880,38075, All-wheel Drive ,19–26,Gasoline ,Automatic,Turbo/Supercharger Premium Unleaded I-4 2.0 L/120,98037,1,1
835,16,2019 Dodge Challenger R/T,33950,45105, Rear-wheel Drive ,15–23,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,20166,0,0
836,17,2005 Lincoln Aviator Luxury,25000,89883, All-wheel Drive ,13–18,Gasoline Fuel ,A/T,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,0,3,3
837,18,2017 Chevrolet Cruze LT,16995,69017, Front-wheel Drive ,30–40,Gasoline ,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,53227,0,1
838,19,2020 BMW M340 i xDrive,52988,11234, All-wheel Drive ,22–30,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,60610,1,1
839,0,2020 Mercedes-Benz GLS 450 Base 4MATIC,69999,24702, All-wheel Drive ,19–23,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,60169,0,1
840,1,2019 RAM 2500 Limited,72991,49152, Four-wheel Drive ,None,Diesel ,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,77054,0,1
841,2,2019 Honda CR-V EX,28672,33408, Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,20716,3,3
842,3,2020 Chevrolet Silverado 2500 High Country,80000,14282, Four-wheel Drive ,0–0,Diesel Fuel ,10-Speed A/T,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,0,3,3
843,4,2017 Mercedes-Benz AMG GLE 63 S Coupe 4MATIC,55995,69375, All-wheel Drive ,14–18,Gasoline ,7-Speed Automatic,5.5L V8 32V GDI DOHC Twin Turbo,32809,0,0
844,5,2015 Jeep Wrangler Sport,28000,44028, Four-wheel Drive ,17–21,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC,76180,0,1
845,6,2020 Toyota Tundra SR5,34997,100605, Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,33063,1,1
846,7,2012 Toyota Highlander Hybrid Limited,22997,83015, All-wheel Drive ,28–28,Hybrid ,Automatic CVT,3.5L V6 24V MPFI DOHC Hybrid,27332,3,3
847,8,2010 Toyota Prius I,9904,162205, Front-wheel Drive ,51–48,Hybrid ,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid,18018,3,3
848,9,2017 Honda Civic LX,15737,95950, Front-wheel Drive ,31–40,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC,85260,0,0
849,10,2016 BMW X5 xDrive35i,27867,81687, All-wheel Drive ,18–24,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,75234,0,1
850,11,2014 Honda CR-V EX,20375,43279, Front-wheel Drive ,23–31,Gasoline ,5-SPEED A/T,4 Cylinder Engine,37210,3,3
851,12,2017 Chevrolet Malibu 1LT,15900,65000, Front-wheel Drive ,27–36,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,32805,3,3
852,13,2021 Jeep Grand Cherokee L Summit,62695,3172, Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,98005,1,1
853,14,2021 Jeep Grand Cherokee L Limited,54991,9474, Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,98168,1,1
854,15,2020 Jeep Grand Cherokee Limited,39487,23008, Four-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,02062,3,3
855,16,2020 Kia Telluride SX,42600,18133, All-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,75116,3,3
856,17,2015 Jeep Wrangler Unlimited Sport,33968,38421, Four-wheel Drive ,16–21,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC,22406,3,3
857,18,2019 BMW X3 sDrive30i,32880,49178, Rear-wheel Drive ,23–30,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,75093,0,0
858,19,2018 Honda Clarity Plug-In Hybrid Base,26994,68086, Front-wheel Drive ,None,Hybrid ,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,45014,1,1
859,0,2021 Audi Q5 45 Premium,43999,14230, All-wheel Drive ,23–28,Gasoline ,7-Speed Automatic,2.0L,32771,1,0
860,1,2019 BMW 430 i xDrive,46977,27635, All-wheel Drive ,22–32,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,60540,1,1
861,2,2003 BMW Z4 2.5i Roadster,14999,47171, Rear-wheel Drive ,20–28,Gasoline ,5-Speed Manual,2.5L I6 24V MPFI DOHC,85201,0,1
862,3,2018 BMW X5 xDrive35i,40950,22618, All-wheel Drive ,18–24,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,27511,3,3
863,4,2022 Genesis GV70 3.5T Sport,58990,3161, All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,34471,3,3
864,5,2019 Mercedes-Benz S-Class S 450 4MATIC,57995,36219, All-wheel Drive ,18–28,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,23237,0,1
865,6,2019 Land Rover Range Rover 5.0L V8 Supercharged,89989,51055, Four-wheel Drive ,16–21,Gasoline ,Automatic,V8,37421,3,3
866,7,2017 BMW 440 i,38567,39966, Rear-wheel Drive ,21–29,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-6 3.0 L/183,34474,0,1
867,8,2021 Honda Civic Type R Touring,53722,5431, Front-wheel Drive ,22–28,Gasoline ,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,11520,1,1
868,9,2022 Mercedes-Benz AMG GLC 43 Base 4MATIC,68433,570, All-wheel Drive ,None,Gasoline ,9-Speed Automatic with Overdrive,3.0L V6 24V GDI DOHC Twin Turbo,98424,1,1
869,10,2019 INFINITI Q50 3.0t LUXE,35361,21407, All-wheel Drive ,None,– ,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,45459,3,3
870,11,2020 Nissan Maxima 3.5 SR,38550,16441, Front-wheel Drive ,20–30,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC,54904,1,1
871,12,2017 Subaru Forester 2.5i,18997,42038, All-wheel Drive ,26–32,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC,98203,3,3
872,13,2019 Chevrolet Cruze LS,19999,13542, Front-wheel Drive ,28–38,Gasoline ,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,08052,1,1
873,14,2019 Ford Escape SE,19998,49510, Front-wheel Drive ,23–30,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,28212,1,1
874,15,2018 Subaru Impreza 2.0i,14995,40241, All-wheel Drive ,28–37,Gasoline ,Automatic,4 Cylinder Engine,84088,3,3
875,16,2019 Lincoln Nautilus Reserve,35498,35830, Front-wheel Drive ,21–26,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,33907,1,1
876,17,2020 Land Rover Range Rover Velar S,38000,48474, Four-wheel Drive ,21–27,Gasoline ,Automatic,I4,07407,1,0
877,18,2017 Toyota RAV4 Hybrid Limited,31995,47211, AWD ,34–30,Hybrid ,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid,85260,0,0
878,19,2017 Ford Explorer XLT,23091,80460, Front-wheel Drive ,17–24,E85 Flex Fuel ,6-Speed Automatic,3.5L V6 24V MPFI DOHC Flexible Fuel,37067,0,1
879,0,2013 Land Rover Range Rover Sport HSE,25461,77205, Four-wheel Drive ,13–18,Gasoline ,6-Speed Automatic,5.0L V8 32V GDI DOHC,80112,0,0
880,1,2020 Ford Explorer ST,48995,20415, Four-wheel Drive ,18–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,19036,1,1
881,2,2015 Chevrolet Silverado 1500 LT,29498,61371, Four-wheel Drive ,17–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,77598,1,1
882,3,2015 Chevrolet Malibu 1LT,13899,107223, Front-wheel Drive ,25–36,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,98271,0,0
883,4,2020 Land Rover Range Rover Evoque S,38500,12297, All-wheel Drive ,20–27,Gasoline ,Automatic,I4,30305,0,1
884,5,2019 Chevrolet Equinox 1LT,23999,21436, Front-wheel Drive ,26–32,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,60487,3,3
885,6,2020 Ford F-150 Lariat,49995,19349, Four-wheel Drive ,18–23,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,08234,3,3
886,7,2021 Chevrolet Tahoe RST,69007,11422, Four-wheel Drive ,16–20,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV,11716,1,1
887,8,2020 Ford EcoSport S,18989,45003, Front-wheel Drive ,27–29,Gasoline ,6-Speed Automatic,1.0L I3 12V GDI DOHC Turbo,78717,3,3
888,9,2012 Ford F-150 JLP,39847,10433, Rear-wheel Drive ,17–23,E85 Flex Fuel ,6-Speed Automatic,5.0L V8 32V MPFI DOHC Flexible Fuel,22406,3,3
889,10,2019 Mercedes-Benz S-Class S 560 4MATIC,58950,45083, All-wheel Drive ,17–27,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,10466,3,3
890,11,2008 Ford F-350 Super Duty,13999,164250, Four-wheel Drive ,None,Diesel ,Automatic,6.4L V8 32V DDI OHV Twin Turbo Diesel,98409,3,3
891,12,2018 Chevrolet Trax LT,17803,56704, Front-wheel Drive ,25–33,Gasoline ,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,77034,3,3
892,13,2021 Lexus RC 350 ,50499,2869, All-wheel Drive ,19–26,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC,98229,3,3
893,14,2019 Honda Odyssey EX-L,41780,22618, Front-wheel Drive ,19–28,Gasoline ,Automatic,Regular Unleaded V-6 3.5 L/212,22304,1,1
894,15,2008 Mercedes-Benz SL-Class SL550 Roadster,19990,36224, Rear-wheel Drive ,14–21,Gasoline ,7-Speed Automatic,5.5L V8 32V MPFI DOHC,48048,3,3
895,16,2019 Ford Escape SE,23995,12214, Four-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,44137,1,1
896,17,2020 Ford Fusion SE,17990,18131, Front-wheel Drive ,23–34,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,75050,3,3
897,18,2018 Volvo S90 T5 Momentum,28998,26259, Front-wheel Drive ,24–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,33415,1,1
898,19,2020 Ford F-150 Lariat,38492,50569, Rear-wheel Drive ,20–26,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,30274,3,3
899,0,2018 Nissan Rogue SV,19995,66293, All-wheel Drive ,25–32,Gasoline ,xtronic cvt automatic,4 Cylinder Engine,03053,3,3
900,1,2016 Audi A6 3.0T Premium Plus,19995,98569, All-wheel Drive ,20–29,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,22554,0,1
901,2,2018 Subaru Outback 2.5i Premium,28998,32923, All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC,68118,3,3
902,3,2013 BMW 550 i xDrive,17990,52299, All-wheel Drive ,16–24,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,11021,0,0
903,4,2021 RAM 1500 Sport,41988,17295, Four-wheel Drive ,None,Gasoline ,8-Speed Automatic,5.7L V8,60174,0,0
904,5,2012 Chevrolet Impala LS,10999,72611, Front-wheel Drive ,18–30,E85 Flex Fuel ,6-Speed Automatic,3.6L V6 24V GDI DOHC Flexible Fuel,98033,1,1
905,6,2022 Jeep Wagoneer Series III,75991,2341, Rear-wheel Drive ,16–22,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,32808,1,1
906,7,2022 Jeep Wagoneer Series III,71500,6776, Rear-wheel Drive ,16–22,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,32703,1,0
907,8,2020 Toyota Tundra SR5,40992,41758, Rear-wheel Drive ,13–18,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,33331,1,1
908,9,2019 Mercedes-Benz CLA 250 Base,36998,19496, Front-wheel Drive ,24–37,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,33317,3,3
909,10,2018 Mercedes-Benz AMG GLE 63 Base 4MATIC,66998,37009, All-wheel Drive ,14–18,Gasoline ,7-Speed Automatic,5.5L V8 32V GDI DOHC Twin Turbo,32809,1,0
910,11,2020 Nissan Rogue SV,23808,52969, All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC,21236,3,3
911,12,2022 Ford Transit-150 BASE,51000,2916, Rear-wheel Drive ,None,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,34771,3,3
912,13,2017 Volkswagen Jetta 1.4T S,14742,65235, Front-wheel Drive ,28–38,Gasoline ,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,08107,3,3
913,14,2020 RAM 1500 Limited,61999,42775, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,30260,1,1
914,15,2020 Tesla Model X Long Range,102936,12210, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,85308,1,1
915,16,1996 Mercedes-Benz SL-Class SL500 Roadster,16977,37499, – ,16–23,Gasoline ,5-Speed Automatic,5.0L V8 32V MPFI DOHC,22042,0,1
916,17,2005 Chevrolet Corvette ,32998,17265, Rear-wheel Drive ,None,Gasoline ,4-Speed Automatic,6.0L V8 16V MPFI OHV,08817,0,1
917,18,2021 Ford F-150 Lariat,61635,6558, Four-wheel Drive ,None,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,89014,0,1
918,19,2016 Toyota 4Runner SR5 Premium,28777,30164, Four-wheel Drive ,17–21,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,11432,0,1
919,0,2020 Ford F-150 XLT,44870,9702, Rear-wheel Drive ,None,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,37130,0,1
920,1,2019 Ford F-150 XLT,38997,28876, Four-wheel Drive ,18–23,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,45833,1,1
921,2,2015 Lexus IS 250 250,18999,75151, Rear-wheel Drive ,21–30,Gasoline ,6-Speed Automatic,2.5L V6 24V PDI DOHC,11419,0,1
922,3,2015 Jeep Grand Cherokee Limited,18200,120319, Four-wheel Drive ,17–24,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,03878,3,3
923,4,2019 Honda Pilot EX-L,35499,34707, All-wheel Drive ,18–26,Gasoline ,Automatic,Regular Unleaded V-6 3.5 L/212,55306,1,1
924,5,2003 Chevrolet Suburban 1500 LT,10999,114174, Four-wheel Drive ,13–17,E85 Flex Fuel ,4-Speed Automatic,5.3L V8 16V MPFI OHV Flexible Fuel,98087,0,1
925,6,2017 Lincoln MKZ Black Label,26995,49998, Front-wheel Drive ,21–31,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,32822,0,1
926,7,2015 Nissan Pathfinder Platinum,26998,65038, 4WD ,19–26,Gasoline ,Automatic CVT,3.5L V6 24V MPFI DOHC,27612,3,3
927,8,2018 Ford F-150 XLT,32483,46130, Rear-wheel Drive ,20,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,44256,0,1
928,9,2021 Ford F-150 Lariat,59994,19122, Four-wheel Drive ,None,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,01545,3,3
929,10,2016 Jaguar XF 35t Prestige,23971,50752, All-wheel Drive ,20–28,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,98005,0,1
930,11,2019 BMW X7 xDrive50i,79880,27289, All-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,60515,1,0
931,12,2018 Honda CR-V EX-L,25473,69845, All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,46303,1,1
932,13,2010 Acura ZDX ,18995,109780, All-wheel Drive ,16–23,Gasoline ,6-Speed Automatic,3.7L V6 24V MPFI SOHC,98087,0,1
933,14,2019 Hyundai Elantra SE,19929,94488, Front-wheel Drive ,29–38,Gasoline ,6 speed automatic w/shiftronic,4 Cylinder Engine,67203,0,0
934,15,2018 Ford F-150 King Ranch,45990,63200, Four-wheel Drive ,16–22,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,80112,0,0
935,16,2015 Subaru XV Crosstrek 2.0i Limited,20998,113302, All-wheel Drive ,26–34,Gasoline ,Automatic CVT,2.0L H4 16V MPFI DOHC,06120,3,3
936,17,2014 Acura MDX 3.5L Technology Package,23656,89943, All-wheel Drive ,18–27,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC,63048,0,1
937,18,2021 Jeep Wrangler Unlimited 4xe Sahara,52962,7747, Four-wheel Drive ,None,Hybrid ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,61764,3,3
938,19,2014 BMW 650 Gran Coupe i xDrive,35245,54905, All-wheel Drive ,16–24,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,98371,0,0
939,0,2019 Toyota Camry SE,28495,70150, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,70817,1,1
940,1,2018 Audi A4 2.0T Prestige,31850,22134, All-wheel Drive ,24–34,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,98229,1,0
941,2,2021 Honda CR-V EX,33097,12497, All-wheel Drive ,27–32,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,43228,3,3
942,3,2021 Jeep Gladiator Sport,44944,15456, Four-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,46805,1,1
943,4,2018 Buick Enclave Avenir,33398,72746, All-wheel Drive ,17–25,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,32809,1,1
944,5,2020 Ford EcoSport S,19609,14765, Front-wheel Drive ,27–29,Gasoline ,6-Speed Automatic,1.0L I3 12V GDI DOHC Turbo,78717,3,3
945,6,2002 Lincoln Continental ,2995,118000, Front-wheel Drive ,17–25,Gasoline ,4-Speed Automatic,4.6L V8 32V MPFI DOHC,34748,3,3
946,7,2021 Cadillac XT6 Premium Luxury AWD,58120,10801, All-wheel Drive ,18–25,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,48375,1,1
947,8,2006 INFINITI M45 Sport,22000,20215, Rear-wheel Drive ,17–23,Gasoline ,5-Speed Automatic,4.5L V8 32V MPFI DOHC,66203,0,1
948,9,2019 Volkswagen Golf Alltrack TSI SE,29000,27500, All-wheel Drive ,21–30,Gasoline Fuel ,6-Speed M/T,168.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,0,3,3
949,10,2021 Toyota Tacoma TRD Sport,46999,9842, Four-wheel Drive ,18–22,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC,30519,0,1
950,11,2018 Lexus RX 350 ,42900,13078, All-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.5L V6 24V GDI DOHC,94596,0,1
951,12,2020 Honda Accord LX 1.5T,27965,75618, Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,22191,3,3
952,13,2020 Mazda CX-5 Grand Touring,28995,34266, All-wheel Drive ,24–30,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,07644,0,1
953,14,2014 Jeep Grand Cherokee Limited,16000,144420, Four-wheel Drive ,17–24,E85 Flex Fuel ,8-Speed Automatic,3.6L V6 24V MPFI DOHC Flexible Fuel,28054,0,1
954,15,2018 Nissan Sentra SV,13991,45616, Front-wheel Drive ,29–37,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC,33134,1,1
955,16,2018 Honda Accord Sport,24590,75407, Front-wheel Drive ,29–35,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,21784,1,1
956,17,2014 Land Rover Range Rover Evoque Pure Plus,25895,57760, Four-wheel Drive ,21–30,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,60445,0,1
957,18,2019 Ford Fusion Energi Titanium,26497,19524, Front-wheel Drive ,None,Hybrid ,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,33157,1,1
958,19,2021 Mazda Mazda3 FWD w/Select Package,19388,13725, Front-wheel Drive ,26–35,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,33411,1,1
959,0,2019 Ford F-150 XLT,34388,85753, Four-wheel Drive ,18–23,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,45895,0,0
960,1,2020 GMC Sierra 1500 Base,32998,28583, Rear-wheel Drive ,16–21,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,32124,3,3
961,2,2011 Nissan Sentra 2.0 SR,4995,180000, Front-wheel Drive ,27–34,Gasoline ,AUTOMATIC,2.0L DOHC 16-valve SMPI I4 engine,14623,3,3
962,3,2019 Cadillac Escalade ESV Platinum,75450,18815, Four-wheel Drive ,14–21,Gasoline ,Automatic,8 Cylinder Engine,98444,3,3
963,4,2019 Mercedes-Benz E-Class E 450,47007,20876, All-wheel Drive ,20–28,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,32839,1,1
964,5,2022 Chevrolet Tahoe Z71,76481,32537, Four-wheel Drive ,15–20,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV,75209,1,1
965,6,2021 Chevrolet Tahoe LT,56490,28726, Rear-wheel Drive ,16–20,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV,33143,1,1
966,7,2020 Kia Telluride SX,45166,38371, Front-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,75080,1,1
967,8,2015 Mazda Mazda3 i Touring,12800,127133, Front-wheel Drive ,30–41,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC,92655,1,1
968,9,2022 Lexus GX 460 Luxury,65900,4771, Four-wheel Drive ,None,Gasoline ,6-Speed Automatic with Sequential Shift,4.6L V8 32V MPFI DOHC,94596,3,3
969,10,2021 Lexus RX 450hL Luxury,64970,14837, All-wheel Drive ,29–28,Hybrid ,Automatic CVT,3.5L V6 24V PDI DOHC Hybrid,34474,3,3
970,11,2019 Cadillac XT5 Luxury,33937,37447, All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,14075,1,1
971,12,2019 Honda Ridgeline RTL-E,36250,32510, All-wheel Drive ,18–25,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC,08857,3,3
972,13,2010 BMW 328 i,14900,44985, Rear-wheel Drive ,18–28,Gasoline ,6-Speed Automatic,3.0L I6 24V MPFI DOHC,28105,1,1
973,14,2019 BMW M5 Competition,87880,36898, All-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,98133,1,1
974,15,2018 Nissan Rogue SV,20939,60127, All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC,21162,0,1
975,16,2005 GMC Yukon Denali,12900,87000, All-wheel Drive ,13–17,Gasoline ,Automatic,"Engine, Vortec 6000 V8 SFI (335 HP [249.8 kW] @ 5200 rpm, 375 lb",19606,3,3
976,17,2018 Ford F-150 Lariat,41000,48906, Four-wheel Drive ,19–24,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,21162,0,0
977,18,2018 Ford F-150 Lariat,36992,66170, 4WD ,19–24,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,75078,0,0
978,19,2006 BMW 750 Li,11685,74622, Rear-wheel Drive ,17–25,Gasoline ,6-Speed Automatic,4.8L V8 32V MPFI DOHC,98002,0,1
979,0,2019 Lexus RX 350 ,36998,57018, Front-wheel Drive ,20–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,94538,3,3
980,1,2020 GMC Terrain SLE,27500,25774, Front-wheel Drive ,26–30,Gasoline ,9-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,72210,0,1
981,2,2019 Acura MDX 3.5L w/Technology Package,32900,16476, All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,07205,1,1
982,3,2019 Toyota Camry LE,27482,17620, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,02339,3,3
983,4,2002 Ford Thunderbird Deluxe,17999,43727, Rear-wheel Drive ,17–23,Gasoline ,5-Speed Automatic,3.9L V8 32V MPFI DOHC,98036,3,3
984,5,2016 Mercedes-Benz E-Class E 350 4MATIC,26495,45443, All-wheel Drive ,20–28,Gasoline ,7-Speed Automatic,3.5L V6 24V GDI DOHC,22182,3,3
985,6,2020 Toyota RAV4 LE,29994,22495, All-wheel Drive ,27–34,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,19111,1,1
